111,108
112,110
114,114
117,120
121,126
124,133
127,139
129,145
132,151
134,157
135,162
136,167
139,173
140,177
143,187
145,190
146,193
146,195
146,196
146,195
146,195
147,193
147,193
148,191
148,188
149,183
151,179
152,173
154,165
156,154
157,150
158,146
158,142
158,139
159,137
160,136
160,134
160,132
160,131
160,130
159,128
159,126
158,126
157,126
157,126
156,126
156,126
155,126
155,126
154,126
153,127
153,128
152,128
151,130
149,132
144,137
140,142
134,147
129,153
123,159
116,166
111,173
105,179
100,184
96,188
94,190
93,191
91,193
91,194
90,194
90,195
90,195
91,195
