142,73
141,72
141,72
139,72
138,72
137,72
133,72
130,72
126,73
122,75
117,77
113,80
108,84
103,87
100,90
97,93
96,98
96,100
96,104
96,107
97,110
99,112
101,115
105,117
110,119
113,120
116,120
119,120
125,117
129,114
133,111
136,107
140,102
143,96
145,92
148,87
151,81
152,78
153,74
153,73
153,71
153,71
151,74
150,76
149,78
148,83
147,89
146,96
145,104
144,113
144,123
143,132
143,142
143,150
142,158
140,169
140,176
139,181
138,188
138,194
137,199
136,204
135,207
134,208
134,210
133,211
132,211
132,212
131,213
131,213
130,213
130,213
129,214
128,214
127,214
126,214
125,214
125,214
124,214
123,214
123,214
122,214
121,213
120,211
119,207
118,205
117,202
116,201
116,198
116,194
116,191
117,187
120,181
124,175
130,168
137,160
146,149
155,140
161,134
167,128
171,127
172,127
173,127
173,128
172,129
170,132
170,131
