89,83
89,87
89,93
84,109
84,124
83,138
82,152
81,172
80,176
80,178
80,179
80,178
80,177
80,177
80,176
80,175
80,174
81,171
82,167
84,160
90,141
92,134
94,128
96,125
99,121
100,119
102,118
103,117
104,115
107,115
108,114
109,114
110,114
112,114
112,114
114,114
115,115
116,117
117,119
119,123
120,128
121,133
121,139
121,144
121,148
121,150
121,153
121,153
121,154
120,154
120,153
120,153
120,151
121,150
123,146
126,141
131,134
136,124
140,117
144,111
147,106
148,104
149,103
149,103
150,103
151,104
151,104
152,107
153,109
155,112
155,115
157,119
159,123
160,129
162,141
163,147
164,152
164,157
164,160
164,162
164,164
164,165
164,166
166,166
