145,138
144,138
142,137
139,135
126,129
118,127
110,126
100,126
93,126
87,127
74,133
69,137
66,142
62,145
61,150
60,152
60,156
60,159
60,161
60,166
62,172
64,176
66,178
69,181
74,184
80,185
89,185
95,185
100,183
105,178
112,172
118,163
126,152
133,141
139,129
146,118
149,110
151,100
152,90
152,80
152,71
152,62
150,53
148,46
147,43
145,40
144,38
144,38
143,38
143,39
143,39
142,39
142,40
142,40
142,41
142,42
142,44
142,47
142,51
142,59
142,71
144,85
146,100
148,115
149,130
150,143
152,155
153,171
154,175
154,178
154,179
154,178
155,178
154,178
