111,111
112,111
112,112
112,114
112,115
113,117
113,120
113,124
113,128
113,131
113,134
114,137
114,140
114,143
114,146
114,151
115,154
117,159
117,161
117,162
117,161
117,161
117,160
117,159
117,158
117,156
117,154
117,153
117,151
117,147
117,145
117,143
118,140
118,138
119,137
119,135
120,134
121,132
121,130
121,129
122,128
123,126
124,125
125,124
126,123
127,122
128,122
132,120
133,120
134,120
135,119
136,118
137,118
138,118
138,118
139,117
139,117
140,117
141,117
142,117
142,117
143,117
144,117
145,117
145,117
146,117
146,117
