160,71
160,70
158,70
157,69
155,69
153,69
151,69
147,69
143,69
139,69
125,69
118,71
107,74
100,78
89,86
86,91
81,96
77,101
74,106
72,109
70,111
67,118
66,122
66,127
66,137
66,146
66,154
66,161
66,168
66,171
66,175
66,176
66,178
66,179
66,186
67,189
69,194
71,196
73,199
75,203
78,205
80,208
82,210
84,211
88,213
91,215
95,216
105,217
111,218
115,218
119,218
128,216
132,215
137,213
141,211
146,209
151,208
152,207
153,207
153,206
153,205
154,205
154,205
155,204
156,204
158,202
159,200
162,197
163,197
165,195
165,195
