91,112
92,112
93,114
94,117
94,120
95,126
97,133
98,142
99,153
101,164
102,185
102,195
102,203
102,208
102,212
102,214
102,213
102,211
102,208
102,205
102,201
102,195
102,189
102,182
102,176
102,170
104,158
108,145
111,138
117,127
120,122
123,120
124,119
124,118
128,117
129,117
130,117
132,117
134,117
134,117
136,117
137,117
138,117
139,117
140,117
140,117
142,117
143,118
144,119
145,121
146,122
147,124
148,127
150,129
151,131
152,134
153,137
154,140
154,143
155,146
156,149
157,152
157,156
159,162
160,166
161,172
161,177
163,186
163,189
163,192
163,195
163,196
163,197
163,197
164,198
164,198
164,198
164,199
164,200
165,201
165,202
165,205
165,204
