104,122
104,123
104,126
105,128
105,129
105,130
105,132
105,132
105,133
105,134
105,135
105,137
105,138
105,139
105,140
105,141
106,142
106,142
107,146
107,147
108,149
109,151
110,154
111,155
112,156
112,157
113,157
114,157
114,157
114,157
116,157
116,157
117,157
117,157
119,157
120,157
122,157
123,157
124,157
125,156
125,155
127,152
129,151
129,149
130,148
131,145
131,144
131,142
132,141
132,139
132,137
132,135
132,134
132,133
132,132
132,131
132,130
132,130
132,129
132,128
132,128
132,127
133,127
133,126
133,126
133,125
133,124
133,124
133,123
133,124
133,127
133,128
133,130
133,131
133,132
133,132
133,133
133,134
133,135
133,136
133,136
133,138
133,139
133,139
133,141
133,143
133,144
133,145
133,146
133,147
133,149
133,151
133,151
134,152
134,152
134,153
134,154
134,155
134,156
134,156
134,158
134,159
134,159
134,160
134,160
134,161
135,161
134,161
