151,99
150,98
147,95
145,94
139,93
135,93
130,93
124,93
118,96
111,99
107,103
103,107
100,110
99,114
97,117
96,120
96,122
96,126
96,128
96,129
96,130
97,132
98,133
99,134
100,136
102,137
104,140
111,146
116,149
121,151
125,153
130,156
133,158
136,159
140,161
142,163
144,164
146,165
147,167
148,168
148,170
149,172
150,174
150,175
150,177
150,180
150,181
150,183
151,185
151,186
151,187
151,188
150,189
147,191
146,192
144,193
141,195
139,196
134,199
131,200
128,201
123,203
120,204
117,204
114,204
112,203
108,201
105,200
103,197
101,196
99,194
98,193
97,192
97,192
