84,130
85,131
86,131
87,131
89,131
94,131
98,131
103,131
110,131
118,131
133,127
140,125
151,122
154,120
156,119
158,118
158,116
160,115
160,113
160,111
160,110
160,108
160,106
159,103
157,100
157,99
155,97
152,94
149,92
147,92
145,91
144,91
142,91
140,91
139,91
137,92
134,92
130,94
127,96
121,97
117,97
112,98
107,100
105,102
100,105
99,106
99,109
98,111
97,117
96,120
94,124
94,126
93,128
92,131
92,134
92,137
92,141
95,149
97,153
99,156
103,160
105,162
112,166
115,168
118,169
123,171
133,175
138,177
146,179
152,179
157,180
164,180
168,180
170,179
172,178
172,178
172,177
172,178
