74,76
75,77
75,78
76,81
77,84
79,89
80,93
84,105
88,115
90,122
93,129
94,134
96,138
98,140
99,142
100,143
102,143
103,144
104,144
106,144
107,144
109,144
113,144
115,142
118,140
122,136
131,127
138,121
143,112
149,105
154,97
158,89
161,82
165,71
165,67
166,61
166,59
166,57
166,57
166,56
166,56
166,55
166,56
165,57
165,59
164,61
163,64
163,68
162,71
162,75
162,79
162,86
162,95
162,103
162,112
162,123
162,132
162,144
162,154
162,170
162,175
162,179
162,183
162,187
161,196
160,200
159,203
159,206
157,208
156,211
155,212
152,215
151,216
148,218
147,218
145,220
143,221
142,221
141,221
139,221
137,221
135,221
134,221
129,221
127,221
125,221
122,220
120,220
118,220
115,219
110,217
108,216
106,215
103,213
101,212
98,211
98,210
97,209
97,208
96,206
95,204
94,203
94,202
95,202
