85,35
86,36
86,38
86,40
86,42
86,44
86,48
87,54
87,59
87,67
88,85
88,94
88,114
88,124
89,145
89,154
89,164
89,170
89,174
89,177
89,177
89,178
90,178
90,177
90,177
90,176
91,175
91,173
91,171
91,168
93,163
95,157
100,141
105,132
109,118
115,103
128,78
133,69
140,61
144,55
148,49
153,44
154,43
155,42
157,42
158,42
158,43
158,43
158,44
158,46
158,47
158,51
158,53
158,54
156,56
154,59
146,67
140,72
136,77
131,82
126,86
122,89
120,92
117,95
117,95
118,96
118,97
119,99
120,100
122,104
124,107
126,111
129,114
132,119
134,124
137,129
141,133
144,138
146,141
150,147
153,148
157,153
161,156
163,157
166,160
170,162
174,165
178,167
181,169
187,172
188,172
189,174
191,174
192,175
193,176
193,178
193,177
