100,77
100,79
100,82
100,86
100,99
100,107
100,114
100,123
100,147
100,158
100,172
100,179
100,182
100,183
100,182
100,182
100,181
100,181
100,179
100,178
100,177
100,175
100,172
102,169
103,164
106,154
109,144
114,135
126,116
132,109
144,98
153,95
155,95
156,95
157,94
157,93
157,93
158,93
157,93
157,94
155,95
154,96
151,99
150,101
142,109
137,115
132,120
128,127
123,132
119,137
117,139
116,140
116,140
117,140
118,140
118,141
118,142
119,142
119,143
121,144
125,147
127,149
130,153
134,156
138,160
143,164
149,169
153,172
156,173
158,175
162,176
164,176
167,176
169,176
171,176
174,176
175,176
176,173
176,174
