155,77
155,76
153,75
152,75
151,74
148,73
146,72
143,71
139,70
135,70
129,70
124,70
117,70
112,70
103,73
98,75
95,76
91,79
89,80
87,82
85,86
84,89
83,94
82,97
81,101
80,107
78,113
77,118
77,124
77,130
77,134
77,141
77,145
78,150
80,153
81,156
85,160
87,163
90,166
94,169
97,170
99,171
101,172
103,172
106,172
108,172
110,172
112,171
115,169
122,165
127,163
130,161
134,158
137,154
141,151
145,145
147,141
150,135
152,128
158,114
160,108
162,104
164,99
165,97
165,94
165,92
166,91
167,89
167,89
167,88
167,89
167,90
167,92
166,96
166,99
166,102
166,106
166,111
166,114
166,117
166,120
167,123
168,127
170,132
172,135
173,138
175,142
176,144
178,146
179,148
181,149
182,151
183,151
185,153
187,154
188,156
190,157
191,158
193,159
195,160
196,161
196,161
197,161
198,161
198,161
199,161
199,161
200,161
