80,115
81,114
83,113
84,112
86,110
90,108
94,105
99,100
106,94
111,88
117,80
125,66
128,61
131,55
131,53
131,48
131,46
131,44
131,42
130,41
129,40
129,39
128,39
127,39
127,39
126,39
125,39
124,39
123,40
122,42
120,44
119,46
117,49
117,51
115,55
114,62
113,70
112,80
111,89
110,100
110,112
110,125
110,137
110,149
110,161
110,183
110,195
110,203
110,210
110,215
110,218
110,218
109,218
109,217
109,216
109,216
109,215
109,215
109,213
109,211
109,208
109,203
110,195
111,184
114,172
117,159
119,145
122,125
123,119
125,117
125,115
128,114
129,113
131,112
132,112
133,112
134,112
135,112
135,112
136,112
137,112
137,112
139,112
139,112
140,112
142,114
142,115
142,119
143,121
144,127
144,130
145,134
145,141
146,153
146,159
147,165
148,169
149,173
153,180
154,183
157,187
159,189
160,189
162,189
163,189
163,189
164,189
165,189
167,189
168,190
167,190
