89,120
89,121
89,121
91,121
92,121
97,121
100,121
103,120
108,120
115,119
122,118
131,117
140,115
148,114
155,112
161,111
164,110
166,108
169,107
169,106
168,106
167,105
167,104
167,102
167,100
167,98
167,95
166,92
162,84
160,80
158,77
157,76
156,74
155,73
153,71
151,70
150,68
148,67
146,66
145,66
145,66
144,66
144,66
143,66
143,66
143,65
142,65
142,66
141,68
141,70
140,73
139,76
139,79
139,84
139,91
139,104
139,109
139,115
139,119
138,123
138,127
138,130
138,133
138,137
138,138
138,139
138,141
138,142
138,143
138,145
138,147
138,148
139,148
139,149
139,150
140,151
141,151
141,153
142,153
143,153
144,154
145,154
146,155
148,156
153,157
156,158
159,159
162,160
164,160
170,160
175,160
177,160
178,160
178,160
179,160
179,159
180,158
180,157
183,155
182,155
