79,64
80,64
80,65
80,67
81,71
81,76
82,92
84,103
85,115
88,127
90,142
93,168
94,177
94,181
95,184
96,186
96,187
96,188
96,186
96,184
95,181
94,176
94,169
93,162
93,157
93,150
93,148
93,145
94,144
99,139
101,136
108,129
111,126
115,122
117,122
119,121
121,120
122,120
123,120
124,120
125,120
126,120
127,120
129,121
130,122
132,123
135,125
136,126
138,127
138,129
139,129
140,132
140,134
140,136
141,139
142,142
142,147
142,149
142,153
142,155
142,157
142,160
141,165
140,166
139,167
138,168
137,169
134,172
131,175
129,176
126,178
124,181
120,182
117,184
109,188
106,189
103,190
100,190
98,190
96,190
95,190
94,190
94,190
