99,87
99,88
99,89
99,90
99,93
99,96
99,101
100,115
100,126
101,155
102,176
103,193
104,208
106,222
106,230
106,234
106,236
106,236
106,235
106,233
106,232
106,230
106,227
105,219
105,216
104,211
104,209
104,207
104,204
103,201
102,190
102,185
102,177
102,169
102,161
103,151
105,143
111,128
114,124
118,119
121,116
122,113
124,111
127,109
128,105
131,104
133,102
137,98
138,96
140,95
141,94
143,92
147,90
148,89
150,89
152,89
153,89
154,89
156,90
158,93
161,94
163,98
164,100
165,102
167,106
168,108
169,110
170,112
170,116
170,118
170,119
170,121
170,123
169,128
167,130
166,132
164,134
161,138
158,140
155,142
150,145
145,147
133,151
127,152
118,152
114,152
110,152
107,152
104,151
101,150
100,150
99,150
101,150
100,150
