104,85
104,86
104,91
104,96
104,104
104,112
104,123
104,145
104,157
104,167
104,175
103,181
103,187
103,190
103,193
103,196
103,197
104,200
104,199
104,199
104,198
104,196
104,194
104,191
104,185
104,180
103,172
103,164
103,156
103,149
103,137
105,130
109,123
110,117
114,108
115,106
116,102
117,102
117,101
118,101
118,100
120,99
121,98
122,97
124,96
126,95
128,94
130,92
134,91
135,90
137,90
138,90
138,90
141,92
145,94
147,98
149,100
151,102
153,105
154,107
155,108
155,110
155,111
156,113
157,115
157,118
157,121
157,124
157,127
155,130
155,133
154,134
152,135
151,136
150,137
148,137
143,140
140,140
137,141
134,142
131,142
128,143
125,143
122,142
120,141
118,141
114,140
112,139
111,138
110,138
109,137
109,138
