153,71
152,72
152,74
152,77
152,82
152,85
152,87
152,90
152,92
152,94
152,97
152,104
152,107
152,110
152,113
152,116
153,120
153,122
153,125
153,128
153,131
153,135
153,137
153,140
153,142
153,144
153,147
153,148
152,152
152,154
152,157
151,159
150,162
149,164
149,166
148,172
147,174
147,176
146,179
146,181
146,184
146,188
145,191
144,194
144,197
142,201
140,202
140,204
139,205
138,207
136,208
136,209
133,212
133,214
130,217
128,219
127,219
126,221
124,221
122,222
120,222
118,222
116,222
114,222
111,222
110,222
108,222
104,221
102,220
100,219
98,218
97,217
94,216
93,215
93,215
92,215
91,214
90,213
89,211
88,210
87,209
87,208
87,208
87,207
87,206
86,206
86,205
86,205
85,204
85,204
85,203
85,202
85,202
84,201
84,200
83,200
84,201
