144,94
143,93
142,93
142,92
138,92
137,92
135,92
133,92
130,92
127,93
123,94
120,97
116,100
111,105
108,109
104,112
103,116
101,118
99,121
98,127
98,130
98,134
98,140
98,145
98,149
99,154
102,158
103,163
105,165
107,168
109,170
111,172
114,173
116,174
120,176
123,177
126,178
128,178
131,178
134,178
140,178
144,177
149,175
152,173
157,170
162,167
164,165
166,163
167,162
167,160
168,158
168,156
168,153
168,151
168,148
166,143
165,138
164,133
159,120
156,114
153,111
152,108
150,107
149,106
147,106
146,105
145,105
143,104
142,103
141,102
140,101
138,99
136,99
134,97
133,96
132,96
132,95
131,95
130,96
130,97
130,97
130,98
130,99
130,101
130,102
130,104
132,106
133,107
134,108
135,108
136,108
138,109
140,109
142,109
145,109
147,109
149,109
152,109
154,108
156,107
157,107
159,107
159,106
161,106
161,106
161,105
161,104
161,105
