83,151
84,151
86,151
87,151
89,150
92,150
95,150
100,149
105,148
112,147
117,146
124,142
130,141
135,139
140,136
141,134
143,129
144,126
144,123
145,120
145,118
145,115
145,112
144,108
143,105
142,102
140,100
140,100
139,100
138,100
138,100
137,100
136,100
135,100
133,101
131,103
127,109
126,111
124,114
123,116
121,121
120,126
120,130
119,134
118,138
117,143
117,147
117,150
117,154
117,158
117,168
117,172
117,175
116,177
116,179
116,182
116,184
115,185
115,186
114,187
112,188
111,190
110,191
109,193
107,194
106,195
105,196
104,197
102,197
100,198
98,199
96,200
92,200
90,201
87,201
84,201
81,201
79,201
77,201
73,201
73,200
72,200
73,200
