151,60
150,59
149,57
147,55
143,52
139,51
133,50
129,50
125,50
121,50
117,51
114,54
112,57
109,62
108,67
108,71
108,74
108,77
108,78
109,80
112,84
114,87
119,94
121,95
123,97
125,97
126,97
128,97
130,94
138,87
142,82
154,71
158,65
165,54
166,51
166,50
166,49
166,49
165,49
165,50
164,50
164,52
163,53
162,55
160,58
159,61
157,66
155,72
151,90
148,98
144,118
141,128
140,139
139,150
137,159
136,166
135,173
134,179
134,181
134,184
134,185
134,186
134,186
135,187
135,188
135,188
136,188
136,188
137,188
138,189
139,189
141,190
142,190
143,191
145,191
146,191
146,191
148,191
150,189
153,186
154,184
155,183
155,181
155,179
155,178
155,175
155,172
155,167
154,161
152,153
151,151
151,151
150,150
149,150
148,150
148,150
147,150
146,150
147,150
