61,133
61,133
61,134
61,136
62,138
65,143
67,151
70,160
73,168
75,176
78,184
80,189
84,200
86,202
86,205
86,205
87,207
87,206
87,205
89,202
90,199
95,185
100,175
103,166
105,157
108,149
109,143
110,140
110,138
110,137
110,136
110,136
111,136
111,136
112,137
113,138
113,139
115,143
118,147
123,158
128,165
132,172
135,180
139,189
140,191
141,192
142,192
142,192
143,192
144,192
144,192
145,192
146,191
146,191
148,189
148,187
150,185
152,181
154,175
156,169
159,161
162,151
164,143
167,137
168,134
170,130
171,129
171,127
171,126
171,125
171,125
171,123
171,121
172,120
172,119
172,118
