58,85
58,85
58,86
58,87
59,88
59,90
60,91
60,94
62,101
66,109
70,120
73,133
86,165
90,176
95,186
97,192
97,195
98,196
98,195
98,194
98,194
98,193
98,193
98,192
98,190
99,187
102,178
104,172
111,156
113,149
116,139
118,129
120,120
121,113
123,107
124,104
124,103
125,103
125,104
126,104
126,104
127,104
127,106
128,108
130,112
132,118
135,125
138,134
141,142
150,166
152,169
153,172
153,171
153,170
153,170
154,169
155,167
155,164
156,161
158,157
159,152
161,145
163,137
165,129
167,121
170,113
172,108
175,103
176,103
176,102
177,101
177,101
178,100
